In	IN	O
October	NNP	O
2014	CD	O
,	,	O
Kaspersky	NNP	O
Lab	NNP	O
started	VBD	O
to	TO	O
research	NN	O
"	NNP	O
Blue	NNP	ACTOR
Termite	NNP	ACTOR
"	NNP	O
,	,	O
an	DT	O
Advanced	NNP	O
Persistent	NNP	O
Threat	NNP	O
(	(	O
APT	NNP	O
)	)	O
targeting	VBG	O
Japan	NNP	LOCATION
.	.	O
The	DT	O
oldest	JJS	O
sample	NN	O
we	PRP	O
've	VBP	O
seen	VBN	O
up	IN	O
to	TO	O
now	RB	O
is	VBZ	O
from	IN	O
November	NNP	O
2013	CD	O
.	.	O
This	DT	O
is	VBZ	O
not	RB	O
the	DT	O
first	JJ	O
time	NN	O
the	DT	O
country	NN	O
has	VBZ	O
been	VBN	O
a	DT	O
victim	NN	O
of	IN	O
an	DT	O
APT	NNP	O
.	.	O
However	RB	O
,	,	O
the	DT	O
attack	NN	O
is	VBZ	O
different	JJ	O
in	IN	O
two	CD	O
respects	NNS	O
:	:	O
unlike	IN	O
other	JJ	O
APTs	NNP	O
,	,	O
the	DT	O
main	JJ	O
focus	NN	O
of	IN	O
Blue	NNP	ACTOR
Termite	NNP	ACTOR
is	VBZ	O
to	TO	O
attack	VB	O
Japanese	JJ	LOCATION
organizations	NNS	O
;	:	O
and	CC	O
most	JJS	O
of	IN	O
their	PRP$	O
C2s	NNP	O
are	VBP	O
located	VBN	O
in	IN	O
Japan	NNP	LOCATION
.	.	O
One	CD	O
of	IN	O
the	DT	O
top	JJ	O
targets	NNS	O
is	VBZ	O
the	DT	O
Japan	NNP	INDUSTRY
Pension	NNP	INDUSTRY
Service	NNP	INDUSTRY
,	,	O
but	CC	O
the	DT	O
list	NN	O
of	IN	O
targeted	JJ	O
industries	NNS	O
includes	VBZ	O
government	NN	INDUSTRY
and	CC	O
government	NN	INDUSTRY
agencies	NNS	INDUSTRY
,	,	O
local	JJ	INDUSTRY
governments	NNS	INDUSTRY
,	,	O
public	JJ	INDUSTRY
interest	NN	INDUSTRY
groups	NNS	INDUSTRY
,	,	O
universities	NNS	INDUSTRY
,	,	O
banks	NNS	INDUSTRY
,	,	O
financial	JJ	INDUSTRY
services	NNS	INDUSTRY
,	,	O
energy	NN	INDUSTRY
,	,	O
communication	NN	INDUSTRY
,	,	O
heavy	JJ	INDUSTRY
industry	NN	INDUSTRY
,	,	O
chemical	NN	INDUSTRY
,	,	O
automotive	JJ	INDUSTRY
,	,	O
electrical	JJ	INDUSTRY
,	,	O
news	NN	INDUSTRY
media	NNS	INDUSTRY
,	,	O
information	NN	INDUSTRY
services	NNS	INDUSTRY
sector	NN	INDUSTRY
,	,	O
health	NN	INDUSTRY
care	NN	INDUSTRY
,	,	O
real	JJ	INDUSTRY
estate	NN	INDUSTRY
,	,	O
food	NN	INDUSTRY
,	,	O
semiconductor	NN	INDUSTRY
,	,	O
robotics	NNS	INDUSTRY
,	,	O
construction	NN	INDUSTRY
,	,	O
insurance	NN	INDUSTRY
,	,	O
transportation	NN	INDUSTRY
and	CC	O
so	RB	O
on	IN	O
.	.	O
Unfortunately	RB	O
,	,	O
the	DT	O
attack	NN	O
is	VBZ	O
still	RB	O
active	JJ	O
and	CC	O
the	DT	O
number	NN	O
of	IN	O
victims	NNS	O
has	VBZ	O
been	VBN	O
increasing	VBG	O
.	.	O
Originally	RB	O
,	,	O
the	DT	O
main	JJ	O
infection	NN	O
vector	NN	O
of	IN	O
the	DT	O
APT	NNP	O
was	VBD	O
spear	JJ	TECHNIQUE
-	:	TECHNIQUE
phishing	NN	TECHNIQUE
emails	NNS	TECHNIQUE
.	.	O
Kaspersky	NNP	O
Lab	NNP	O
has	VBZ	O
detected	VBN	O
a	DT	O
new	JJ	O
method	NN	O
of	IN	O
first	JJ	O
infection	NN	O
that	WDT	O
uses	VBZ	O
a	DT	O
drive	NN	TECHNIQUE
-	:	TECHNIQUE
by	IN	TECHNIQUE
-	:	TECHNIQUE
download	NN	TECHNIQUE
with	IN	O
a	DT	O
flash	NN	O
exploit	NN	O
(	(	O
CVE-2015	NNP	O
-	:	O
5119	CD	O
,	,	O
the	DT	O
one	CD	O
leaked	VBN	O
from	IN	O
The	DT	O
Hacking	NNP	O
Team	NNP	O
incident	NN	O
)	)	O
.	.	O
Several	JJ	O
Japanese	JJ	LOCATION
web	NN	O
sites	NNS	O
have	VBP	O
been	VBN	O
compromised	VBN	O
with	IN	O
this	DT	O
method	NN	O
.	.	O
The	DT	O
malicious	JJ	O
code	NN	O
inserted	VBN	O
into	IN	O
the	DT	O
